+----------------------------------+----------------------------------+-----------------+
| Doctor_LastName                  | Supervisor_LastName              | Hierarchy_Level |
| Σταυρόπουλος                     | Μαυρίδης                         |               1 |
| Σταυρόπουλος                     | Κωνσταντίνου                     |               1 |
| Σταυρόπουλος                     | Ιωαννίδου                        |               2 |
| Σταυρόπουλος                     | Σιδέρης                          |               2 |
| Σταυρόπουλος                     | Σπυρόπουλος                      |               3 |
| Σταυροπούλου                     | Κωνσταντίνου                     |               1 |
| Σταυροπούλου                     | Νικολάου                         |               1 |
| Σταυροπούλου                     | Πετροπούλου                      |               1 |
| Σταυροπούλου                     | Μανωλά                           |               1 |
| Σταυροπούλου                     | Βλάχου                           |               2 |
| Σταυροπούλου                     | Τσιπράς                          |               2 |
| Σταυροπούλου                     | Δημόπουλος                       |               2 |
| Σταυροπούλου                     | Λάμπρου                          |               3 |
| Σταυροπούλου                     | Νικολάου                         |               3 |
| Στεφανίδης                       | Φωτόπουλος                       |               1 |
| Στεφανίδης                       | Ιωαννίδου                        |               1 |
| Στεφανίδης                       | Αναγνώστου                       |               1 |
| Στεφανίδης                       | Τσιπράς                          |               1 |
| Στεφανίδης                       | Αντωνίου                         |               1 |
| Στεφανίδης                       | Μαυρίδης                         |               2 |
| Στεφανίδης                       | Πετροπούλου                      |               2 |
| Στεφανίδης                       | Νικολάου                         |               2 |
| Στεφανίδης                       | Λάμπρου                          |               2 |
| Στεφανίδης                       | Σιδέρης                          |               2 |
| Στεφανίδης                       | Δημητρίου                        |               3 |
| Στεφανίδου                       | Δημόπουλος                       |               1 |
| Στεφανίδου                       | Αναγνώστου                       |               1 |
| Στεφανίδου                       | Παπαντωνίου                      |               1 |
| Στεφανίδου                       | Μαυρίδης                         |               1 |
| Στεφανίδου                       | Ιωαννίδης                        |               2 |
| Στεφανίδου                       | Παπαγεωργίου                     |               2 |
| Στεφανίδου                       | Ιωαννίδου                        |               2 |
| Στεφανίδου                       | Σπυρόπουλος                      |               3 |
| Τσιπρά                           | Σιδέρης                          |               1 |
| Τσιπρά                           | Παπανικολάου                     |               1 |
| Τσιπρά                           | Βλάχου                           |               1 |
| Τσιπρά                           | Αντωνίου                         |               2 |
| Τσιπρά                           | Νικολάου                         |               3 |
| Τσιπράς                          | Αντωνίου                         |               1 |
| Τσιπράς                          | Νικολάου                         |               1 |
| Τσιπράς                          | Αντωνίου                         |               2 |
| Φωτόπουλος                       | Σιδέρης                          |               1 |
| Φωτόπουλος                       | Μαυρίδης                         |               1 |
| Φωτόπουλος                       | Λάμπρου                          |               1 |
| Φωτοπούλου                       | Σαμαρά                           |               1 |
| Φωτοπούλου                       | Αντωνίου                         |               2 |
| Χατζηγεωργίου                    | Αντωνίου                         |               1 |
| Χατζηγεωργίου                    | Σταυρόπουλος                     |               1 |
| Χατζηγεωργίου                    | Παπανικολάου                     |               1 |
| Χατζηγεωργίου                    | Αντωνίου                         |               1 |
| Χατζηγεωργίου                    | Παπαϊωάννου                      |               1 |
| Χατζηγεωργίου                    | Παπαδάκης                        |               1 |
| Χατζηγεωργίου                    | Παπαγεωργίου                     |               1 |
| Χατζηγεωργίου                    | Σπυρόπουλος                      |               1 |
| Χατζηγεωργίου                    | Βλάχου                           |               2 |
| Χατζηγεωργίου                    | Αντωνίου                         |               2 |
| Χατζηγεωργίου                    | Δημητρίου                        |               2 |
| Χατζηγεωργίου                    | Νικολάου                         |               2 |
| Χατζηγεωργίου                    | Μαυρίδης                         |               3 |
+----------------------------------+----------------------------------+-----------------+
